match_id,period,group,name,home,away
12436454,ALL,Match overview,Ball possession,54%,46%
12436454,ALL,Match overview,Expected goals,0.97,1.47
12436454,ALL,Match overview,Big chances,1,2
12436454,ALL,Match overview,Total shots,19,19
12436454,ALL,Match overview,Goalkeeper saves,4,2
12436454,ALL,Match overview,Corner kicks,11,0
12436454,ALL,Match overview,Fouls,12,17
12436454,ALL,Match overview,Passes,433,377
12436454,ALL,Match overview,Tackles,13,19
12436454,ALL,Match overview,Free kicks,17,12
12436454,ALL,Match overview,Yellow cards,5,4
12436454,ALL,Shots,Total shots,19,19
12436454,ALL,Shots,Shots on target,4,5
12436454,ALL,Shots,Hit woodwork,0,0
12436454,ALL,Shots,Shots off target,6,7
12436454,ALL,Shots,Blocked shots,9,7
12436454,ALL,Shots,Shots inside box,15,12
12436454,ALL,Shots,Shots outside box,4,7
12436454,ALL,Attack,Big chances scored,0,1
12436454,ALL,Attack,Big chances missed,1,1
12436454,ALL,Attack,Through balls,2,0
12436454,ALL,Attack,Touches in penalty area,39,24
12436454,ALL,Attack,Fouled in final third,3,2
12436454,ALL,Attack,Offsides,4,1
12436454,ALL,Passes,Accurate passes,348,290
12436454,ALL,Passes,Throw-ins,16,16
12436454,ALL,Passes,Final third entries,57,54
12436454,ALL,Passes,Final third phase,91/130 (70%),56/93 (60%)
12436454,ALL,Passes,Long balls,26/60 (43%),36/67 (54%)
12436454,ALL,Passes,Crosses,9/22 (41%),5/13 (38%)
12436454,ALL,Duels,Duels,49%,51%
12436454,ALL,Duels,Dispossessed,13,9
12436454,ALL,Duels,Ground duels,41/80 (51%),39/80 (49%)
12436454,ALL,Duels,Aerial duels,20/44 (45%),24/44 (55%)
12436454,ALL,Duels,Dribbles,11/17 (65%),8/12 (67%)
12436454,ALL,Defending,Tackles won,54%,47%
12436454,ALL,Defending,Total tackles,13,19
12436454,ALL,Defending,Interceptions,8,4
12436454,ALL,Defending,Recoveries,50,52
12436454,ALL,Defending,Clearances,18,21
12436454,ALL,Defending,Errors lead to a shot,0,1
12436454,ALL,Goalkeeping,Total saves,4,2
12436454,ALL,Goalkeeping,Goals prevented,0.31,-1.56
12436454,ALL,Goalkeeping,Big saves,0,1
12436454,ALL,Goalkeeping,High claims,0,1
12436454,ALL,Goalkeeping,Punches,0,1
12436454,ALL,Goalkeeping,Goal kicks,8,5
12436454,1ST,Match overview,Ball possession,58%,42%
12436454,1ST,Match overview,Expected goals,0.77,0.61
12436454,1ST,Match overview,Big chances,1,1
12436454,1ST,Match overview,Total shots,12,9
12436454,1ST,Match overview,Goalkeeper saves,2,2
12436454,1ST,Match overview,Corner kicks,9,0
12436454,1ST,Match overview,Passes,233,182
12436454,1ST,Match overview,Tackles,9,13
12436454,1ST,Match overview,Free kicks,6,4
12436454,1ST,Match overview,Yellow cards,1,1
12436454,1ST,Shots,Total shots,12,9
12436454,1ST,Shots,Shots on target,2,2
12436454,1ST,Shots,Hit woodwork,0,0
12436454,1ST,Shots,Shots off target,3,2
12436454,1ST,Shots,Blocked shots,7,5
12436454,1ST,Shots,Shots inside box,11,5
12436454,1ST,Shots,Shots outside box,1,4
12436454,1ST,Attack,Big chances scored,0,0
12436454,1ST,Attack,Big chances missed,1,1
12436454,1ST,Attack,Through balls,2,0
12436454,1ST,Attack,Fouled in final third,2,0
12436454,1ST,Attack,Offsides,0,0
12436454,1ST,Passes,Accurate passes,200,143
12436454,1ST,Passes,Throw-ins,5,7
12436454,1ST,Passes,Final third entries,34,27
12436454,1ST,Passes,Long balls,15/30 (50%),16/29 (55%)
12436454,1ST,Passes,Crosses,7/17 (41%),2/6 (33%)
12436454,1ST,Duels,Duels,46%,54%
12436454,1ST,Duels,Dispossessed,10,7
12436454,1ST,Duels,Ground duels,19/38 (50%),19/38 (50%)
12436454,1ST,Duels,Aerial duels,10/25 (40%),15/25 (60%)
12436454,1ST,Duels,Dribbles,4/7 (57%),2/4 (50%)
12436454,1ST,Defending,Tackles won,56%,54%
12436454,1ST,Defending,Total tackles,9,13
12436454,1ST,Defending,Interceptions,6,1
12436454,1ST,Defending,Recoveries,23,22
12436454,1ST,Defending,Clearances,8,14
12436454,1ST,Goalkeeping,Total saves,2,2
12436454,1ST,Goalkeeping,Goal kicks,2,3
12436454,2ND,Match overview,Ball possession,50%,50%
12436454,2ND,Match overview,Expected goals,0.20,0.86
12436454,2ND,Match overview,Big chances,0,1
12436454,2ND,Match overview,Total shots,7,10
12436454,2ND,Match overview,Goalkeeper saves,2,0
12436454,2ND,Match overview,Corner kicks,2,0
12436454,2ND,Match overview,Passes,200,195
12436454,2ND,Match overview,Tackles,4,6
12436454,2ND,Match overview,Free kicks,11,8
12436454,2ND,Match overview,Yellow cards,4,3
12436454,2ND,Shots,Total shots,7,10
12436454,2ND,Shots,Shots on target,2,3
12436454,2ND,Shots,Hit woodwork,0,0
12436454,2ND,Shots,Shots off target,3,5
12436454,2ND,Shots,Blocked shots,2,2
12436454,2ND,Shots,Shots inside box,4,7
12436454,2ND,Shots,Shots outside box,3,3
12436454,2ND,Attack,Big chances scored,0,1
12436454,2ND,Attack,Big chances missed,0,0
12436454,2ND,Attack,Through balls,0,0
12436454,2ND,Attack,Fouled in final third,1,2
12436454,2ND,Attack,Offsides,4,1
12436454,2ND,Passes,Accurate passes,148,147
12436454,2ND,Passes,Throw-ins,11,9
12436454,2ND,Passes,Final third entries,23,27
12436454,2ND,Passes,Long balls,11/30 (37%),20/38 (53%)
12436454,2ND,Passes,Crosses,2/5 (40%),3/7 (43%)
12436454,2ND,Duels,Duels,52%,48%
12436454,2ND,Duels,Dispossessed,3,2
12436454,2ND,Duels,Ground duels,22/42 (52%),20/42 (48%)
